TIME,lamdaFL,lamdaFR,lamdaRL,lamdaRR,fxFL,tauFR,tauRL,tauRR
0.132294028375137,0.0,0.0,0.0,0.0,3417.3727882489707,0.0,0.0,0.0
0.132625076124242,0.0,0.0,0.0,0.0,3416.7452920772394,0.0,0.0,0.0
0.132956123873347,0.0,0.0,0.0,0.0,3416.4886239553575,0.0,0.0,0.0
0.133501324859118,0.0,0.0,0.0,0.0,3416.859843314297,0.0,0.0,0.0
0.13404652584489,0.0,0.0,0.0,0.0,3418.1838293894657,0.0,0.0,0.0
0.134771343369071,0.0,0.0,0.0,0.0,3421.3688973384787,0.0,0.0,0.0
0.135496160893253,0.0,0.0,0.0,0.0,3426.061233487523,0.0,0.0,0.0
0.136576871446703,0.0,0.0,0.0,0.0,3435.6501153212207,0.0,0.0,0.0
0.137657582000154,0.0,0.0,0.0,0.0,3447.8583807170285,0.0,0.0,0.0
0.139862325822174,0.0,0.0,0.0,0.0,3479.01739782315,0.0,0.0,0.0
0.142067069644194,0.0,0.0,0.0,0.0,3514.334524973486,0.0,0.0,0.0
0.146033534822097,0.0,0.0,0.0,0.0,3577.187158130043,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,3621.0754031881665,0.0,0.0,0.0
0.162124739756396,0.0,0.0,0.0,0.0,3615.4905477742527,0.0,0.0,0.0
0.174249479512793,0.0,0.0,0.0,0.0,3538.1614360114363,0.0,0.0,0.0
0.177124739756396,0.0,0.0,0.0,0.0,3515.1506379245966,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0,3501.021178953621,0.0,0.0,0.0
0.195,0.0687836642770395,0.06741279084342022,0.07581560985055744,0.07581560985055744,3525.7859604142573,-0.1018638750928389,0.001161266818470773,0.0
0.21,0.06881852647864202,0.06760137051785428,0.07464099930084991,0.07464099930084991,3562.6823777346117,-0.1023818305980091,0.0010690299204172931,0.0013790455378019711
0.225,0.06881972425977424,0.06767523562858767,0.07483316387147992,0.07483316387147992,3553.737466252566,-0.10233590592274328,0.0010591288016860725,0.0013661269009457193
0.24,0.06883872280264519,0.0676452096102462,0.07613067926315312,0.07613067926315312,3522.968892813584,-0.10175404595057896,0.001112303557421559,0.0014341889784357637
0.240197424209187,0.06884884541211928,0.0676493566703547,0.07614136977928153,0.07614136977928153,3522.4270668077115,-0.10174432258247179,0.0011132215837969287,0.0014353642100574332
